date,link,link_name,snippet,language,title,abstract,pdf_link,domain,search_term,query_date,BADLINK,DONEPDF,GOTTEXT,GOTSCORE,GOTSPECIES,score,species,daysago
2020-09-25,https://link.springer.com/article/10.1007/s13157-020-01371-9,Predicting Bird Guilds Using Vegetation Composition and Structure on a ...,"At Childs, indicator species included Verdin ( Auriparus flaviceps, A = 0.79), House Finch ( Haemorhous mexicanus, A = 0.76), and Bell’s Vireo ( Vireo bellii, A = 0.74). At Sheep Bridge, Hooded Oriole ( Icterus cucullatus, A = 0.91) was the only indicator species.",en,Predicting Bird Guilds Using Vegetation Composition and Structure on a Wild and Scenic River in Arizona,"Riparian areas are among the most ecologically diverse terrestrial ecosystems but make up <2% of landscape area in southwestern USA. Many species of resident and neotropical migratory birds utilize riparian habitats for breeding, foraging, and nesting. We quantified vegetation composition and structure to predict bird guilds on Wild and Scenic portions of the Verde River, Arizona. We grouped plant species into guilds based on similar functional traits to describe composition. We surveyed birds during the breeding and migrating season to determine abundance and categorized species into guilds using preferences of breeding habitat, foraging substrate, and nest placement. Riparian obligate and facultative breeding guilds were most common. Both vegetation composition and structure were useful predictors of birds. Vegetation structure was most complex in gallery riparian forest. Abundance of riparian-obligate birds in the breeding guild were positively associated with vegetation structure of dense, multi-canopy canopy and tall trees. Abundance of most bird guilds were positively associated with composition of tall trees (Populus fremontii, Salix gooddingii) and drought tolerant shrubs (Prosopis velutina, Celtis reticulata). Our findings show complex riparian habitat important to wildlife is created by both composition and structure of near-stream vegetation that is tied to hydrology and sensitive to flow change.",https://link.springer.com/content/pdf/10.1007/s13157-020-01371-9.pdf,link.springer.com,verdin,2022-04-13,0,0,1,1,1,-7.193795010396782,,572
2019-10-24,https://www.tandfonline.com/doi/full/10.1080/00222933.2019.1667036,"Home range, population density, and foraging behaviour of the Yellow ...","(2019). Home range, population density, and foraging behaviour of the Yellow-breasted Warbling-Antbird (Hypocnemis subflava) in forest fragments in southwestern Brazilian Amazonia. Journal of Natural History: Vol. 53, No. 31-32, pp. 1905-1922.",en,"Home range, population density, and foraging behaviour of the Yellow-breasted Warbling-Antbird (Hypocnemis subflava) in forest fragments in southwestern Brazilian Amazonia","(2019). Home range, population density, and foraging behaviour of the Yellow-breasted Warbling-Antbird (Hypocnemis subflava) in forest fragments in southwestern Brazilian Amazonia. Journal of Natural History: Vol. 53, No. 31-32, pp. 1905-1922.",,tandfonline.com,warbling-antbird,2022-04-11,0,0,1,1,1,-7.19548430288112,['hypocnemis subflava'],909
2020-08-24,https://link.springer.com/article/10.1007/s10784-020-09498-0,The effectiveness of the Bern Convention on wildlife ...,"The Bern Convention aims to conserve wild flora and fauna and their natural habitats, especially those species and habitats whose conservation requires the cooperation of several states. Turkey became a party to the convention in 1984 and therefore made it binding in terms of domestic law. It was sought to answer the question of how effective the Bern Convention was in Turkish legislation and ...",en,The effectiveness of the Bern Convention on wildlife legislation and judicial decisions in Turkey,"The Bern Convention aims to conserve wild flora and fauna and their natural habitats, especially those species and habitats whose conservation requires the cooperation of several states. Turkey became a party to the convention in 1984 and therefore made it binding in terms of domestic law. It was sought to answer the question of how effective the Bern Convention was in Turkish legislation and judicial decisions. For that purpose, first, comparison of the provisions of the Bern Convention with Turkish legislation is carried out by using a four-point scoring chart, and second, the effect of the convention on the judicial decisions was examined by considering whether the Bern Convention was clearly referred in the relevant judicial decisions—47 Council of State decisions were analyzed from 1984 to 2019. It is observed an improvement in Turkish wildlife legislation increased from 17 to 74% per the Bern Convention’s goals and objectives. The proportion of judicial decisions referred to the Bern Convention, which resulted in a positive ecological decision was 87.5%. Decisions that do not refer to the Bern Convention were 66% positive. A comprehensive evaluation of both judicial decisions and legislative analysis showed that there are many deficiencies, especially in terms of migratory species and interstate coordination. To improve judicial decisions, courts should be subjected to mandated capacity-building training/workshops concerning international conventions.",https://link.springer.com/content/pdf/10.1007/s10784-020-09498-0.pdf,link.springer.com,courts,2022-04-12,0,0,1,1,1,-7.19842181606675,['turkey'],604
2020-09-29,https://link.springer.com/article/10.1007/s10682-020-10082-w,Is variation in flower shape and length among native and ...,Nicotiana glauca R. Graham (Solanaceae) is an ornithophilous South American shrub (Goodspeed 1954) that successfully invaded semi-arid regions around the world with different pollinator environments (Ollerton et al. 2012; Issaly et al. 2020 ).,en,Is variation in flower shape and length among native and non-native populations of Nicotiana glauca a product of pollinator-mediated selection?,"Due to drastic changes in pollinators between native and invaded habitats, we might expect that pollinator-mediated selection on floral traits of alien plants differ from that in their native ranges. Here, through geometric morphometric tools and phenotypic selection analyses, we examined whether adaptation in flower shape and length occurred in Nicotiana glauca as a response to pollinator selection in contrasting pollination environments. We assessed populations of this plant species in the native range (South America), where plants depend on hummingbird pollination, and in two invaded areas, one where sunbirds act as pollinators (South Africa), and another where nectar feeding birds are absent and reproduction is entirely by autonomous self-pollination (Mallorca, Spain). Corolla length and shape varied significantly among pollination environments. Non-native sites were less variable and their range of variation fell within the native range of variation. Flower length in native populations and in a South African population matched the bill length of their respective pollinators. In contrast with the straight floral tubes in the native range, both non-native areas had significantly curved tubes. Curvature may improve the fit with the curved bills of sunbirds in South Africa (versus straight beaks of hummingbirds) and may enhance self-pollination in Mallorca, but this similarity between invaded areas may equally be due to drift and a shared colonization route. We found spatial variation in selection acting on corolla length but not on corolla shape. Overall, selection patterns were not consistent with floral trait variation. Although some results are consistent with both drift and selection, our study suggests that population divergence in flower shape and length is more likely the result of long-term diversifying pollinator-driven selection, which is difficult to detect by studying a single selection event.",https://link.springer.com/content/pdf/10.1007/s10682-020-10082-w.pdf,link.springer.com,piedra,2022-04-09,0,0,1,1,1,-7.19855773757079,,568
2022-03-28,https://www.nature.com/articles/s41559-022-01693-3,"Extinction, coextinction and colonization dynamics in ...","a, Species distributions and communities: beginning with the information on hummingbird geographical distributions, exemplified by a hummingbird species from the High Andes Coeligena lutetiae. The...",en,"Extinction, coextinction and colonization dynamics in plant–hummingbird networks under climate change","Climate-driven range shifts may cause local extinctions, while the accompanying loss of biotic interactions may trigger secondary coextinctions. At the same time, climate change may facilitate colonizations from regional source pools, balancing out local species loss. At present, how these extinction–coextinction–colonization dynamics affect biological communities under climate change is poorly understood. Using 84 communities of interacting plants and hummingbirds, we simulated patterns in climate-driven extinctions, coextinctions and colonizations under future climate change scenarios. Our simulations showed clear geographic discrepancies in the communities’ vulnerability to climate change. Andean communities were the least affected by future climate change, as they experienced few climate-driven extinctions and coextinctions while having the highest colonization potential. In North America and lowland South America, communities had many climate-driven extinctions and few colonization events. Meanwhile, the pattern of coextinction was highly dependent on the configuration of networks formed by interacting hummingbirds and plants. Notably, North American communities experienced proportionally fewer coextinctions than other regions because climate-driven extinctions here primarily affected species with peripheral network roles. Moreover, coextinctions generally decreased in communities where species have few overlapping interactions, that is, communities with more complementary specialized and modular networks. Together, these results highlight that we should not expect colonizations to adequately balance out local extinctions in the most vulnerable ecoregions. Using 84 plant–hummingbird networks from across the Americas, the authors show that the balance between climate change-induced extinction, coextinction and colonization varies both with geography and network structure.",https://www.nature.com/articles/s41559-022-01693-3.pdf,nature.com,coeligena,2022-04-20,0,0,1,1,1,-7.199745365606272,,23
2020-05-24,https://link.springer.com/content/pdf/10.1007/s13280-020-01336-6.pdf,Setting maximum levels for lead in game meat in EC ...,"season, by species, and by region are obtained by voluntary questionnaires or statutory reporting (for birds). The Birds Directive 2009/147/EC sets the framework for hunting legislation across the EU. This speciﬁes how, when and where 82 bird species may be hunted legally and requires the provision of data on hunting bags at regular intervals.",en,Setting maximum levels for lead in game meat in EC regulations: An adjunct to replacement of lead ammunition,Received: 9 December 2019 / Revised: 11 December 2019 / Accepted: 29 February 2020 / Published online: 25 May 2020,https://link.springer.com/content/pdf/10.1007/s13280-020-01336-6.pdf,link.springer.com,dja,2022-04-12,0,1,1,1,1,-7.21401051004478,,696
2021-11-02,https://www.nature.com/articles/s41467-021-26488-1,Bird population declines and species turnover are changing ...,We integrate citizen science bird monitoring data with recordings of individual species to reveal a pervasive loss of acoustic diversity and intensity of soundscapes across both continents over ...,en,Bird population declines and species turnover are changing the acoustic properties of spring soundscapes,"Natural sounds, and bird song in particular, play a key role in building and maintaining our connection with nature, but widespread declines in bird populations mean that the acoustic properties of natural soundscapes may be changing. Using data-driven reconstructions of soundscapes in lieu of historical recordings, here we quantify changes in soundscape characteristics at more than 200,000 sites across North America and Europe. We integrate citizen science bird monitoring data with recordings of individual species to reveal a pervasive loss of acoustic diversity and intensity of soundscapes across both continents over the past 25 years, driven by changes in species richness and abundance. These results suggest that one of the fundamental pathways through which humans engage with nature is in chronic decline, with potentially widespread implications for human health and well-being. Birdsong has long connected humans to nature. Historical reconstructions using bird monitoring and song recordings collected by citizen scientists reveal that the soundscape of birdsong in North America and Europe is both quieter and less varied, mirroring declines in bird diversity and abundance.",https://www.nature.com/articles/s41467-021-26488-1.pdf,nature.com,española,2022-04-08,0,0,1,1,1,-7.21402473265761,,169
2021-01-07,https://link.springer.com/article/10.1007/s10336-020-01848-8,Effects of temperature and season on birds’ dawn singing ...,"Target species. We selected four most common species: Alström’s Warbler (Phylloscopus soror), Streak-breasted Scimitar Babbler (Pomatorhinus ruficolli), Brownish-flanked Bush Warbler (Cettia fortipes) and Chinese Hwamei (Garrulax canorus), which belongs to order Passeriformes, with body length and body mass of 10–12 cm and 6–9 g, 16–19 cm and 19–39 g, 11–12.5 cm and 8–11.5 g, 21 ...",en,Effects of temperature and season on birds’ dawn singing behavior in a forest of eastern China,"Birds’ dawn chorus is a daily period of high song output, which mainly occurs during the breeding season. Monitoring such chorus may provide important information about birds’ ecology and the function of bird vocalizations at dawn. In this study, we have recorded dawn singing activity from April to June 2019 at seven different sites in Yaoluoping National Nature Reserve (YNNR) in the eastern China and examined the effects of extrinsic factors such as temperature and time of the season on the dawn singing behavior of four common birds Alström’s Warbler (Phylloscopus soror), Streak-breasted Scimitar Babbler (Pomatorhinus ruficolli), Brownish-flanked Bush Warbler (Cettia fortipes) and Chinese Hwamei (Garrulax canorus). In total, we analyzed 1511 days of recordings, 417 days for Alström’s Warbler, 343 days for Streak-breasted Scimitar Babbler, 391 days for Brownish-flanked Bush Warbler, and 360 days for Chinese Hwamei. Our results showed that the dawn singing start time of Alström’s Warbler, Streak-breasted Scimitar Babbler and Brownish-flanked Bush Warbler were negatively affected by temperature in such a way that birds started singing later at the higher temperature; however, dawn singing start time of Chinese Hwamei was not affected by temperature change. As for Alström’s Warbler and Brownish-flanked Bush Warbler, their singing rate decreased significantly with high temperatures, whereas the singing rates of the other two species were not significantly related to the temperature. The Julian date did not affect the dawn singing start time of any species. The Julian date influenced the singing rate of Alström’s Warbler, Brownish-flanked Bush Warbler, and Chinese Hwamei. In contrast, the singing rate of Streak-breasted Scimitar Babbler remained constant with the seasonal progression. Our results indicated that bird’s dawn singing activity is species-specific and is sensitive to environmental factors such as temperature and time of the season.",https://link.springer.com/content/pdf/10.1007/s10336-020-01848-8.pdf,link.springer.com,thrush-babbler,2022-04-09,0,0,1,1,1,-7.21491989460584,"['phylloscopus soror', 'cettia fortipes', 'garrulax canorus', 'chinese hwamei']",468
,https://www.orientalbirdclub.org/nakainam/,Nakai-Nam Theun — Oriental Bird Club,"Threatened species; Greater Spotted Eagle, Aquila clanga; Siamese Fireback, Lophura diardi; White-winged Duck, Cairina scutulata; Crested Argus, Rheinardia ocellata; Wood Snipe, Gallinago nemoricola; Blyth's Kingfisher, Alcedo hercules; Rufous-necked Hornbill, Aceros nipalensis; Red-collared Woodpecker Picus rabieri; Grey-sided Thrush, Turdus feae; Short-tailed Scimitar Babbler, Jabouilleia danjoui; Beautiful Nuthatch, Sitta formosa; Near-threatened species; Von Schrenk's Bittern, Ixobrychus ...",en,Nakai-Nam Theun — Oriental Bird Club,"by Joe Tobias, Pete Davidson and William Robichaud, from OBC Bulletin 28, November 1998. Nam Theun 2, a major hydropower development proposal, has focused attention on an important protected area which might hold the key to conserving some of the rarest and most highly threatened species of birds and mammals in South-East Asia. This article summarises the significance of Nakai-Nam Theun National Biodiversity Conservation Area in central Laos, sketches recent developments in the hydropower project, and looks to the future. Introduction Laos is a land-locked country separated from Vietnam by the Annamite mountains, an isolated range that is covered in several areas by huge tracts of relatively undisturbed montane evergreen forest. The largest of these, one of the most pristine wildernesses remaining in South-East Asia, is largely encompassed within Nakai-Nam Theun National Biodiversity Conservation Area (NBCA). A series of surveys conducted since 1994 by the co-operative programme of the Wildlife Conservation Society (WCS), the Centre for Protected Areas and Watershed Management (CPAWM) of the Lao Department of Forestry, and the World Conservation Union (IUCN) have revealed that the area has an extremely high biodiversity conservation value. Plans to develop a $2 billion hydropower project along the major river draining the area (the Nam Theun) have generated considerable controversy and promoted intensive research into the likely effects of such a development. Some of this research has been directed towards identifying appropriate mitigation for the damage that will inevitably be caused to the environment if a dam is built. Nakai-Nam Theun covers approximately 3,445 km2 of the Annamite mountains and the adjacent Nakai Plateau in the provinces of Khammouane and Bolikhamxay. A proposed northern extension along the Vietnam border in Bolikhamxay would link Nakai-Nam Theun to the Nam Chouan proposed NBCA, and a minor southern extension would make the area contiguous with Hin Namno NBCA, a bizarre karst landscape of limestone hills and one of the most important sites for primate conservation in Indochina (1). A third proposed corridor would annex the Khammouane Limestone NBCA to the west. These potential additions expand the size of the protected area to nearly 5,000 km2, encompassing altitudes between 400 m and 2,700 m and a broad variety of habitats and species assemblages (2). The potential result is a composite of seven protected areas bridging an international border: in Vietnam, Pu Mat, Vu Quang and Phong Nha reserves, and in Laos, Nam Chouan, Hin Namno and Khammouane Limestone NBCA's, with the hub of these being Nakai-Nam Theun. If managed wisely and effectively, this ësuper-reserve' would rank amongst the most important sites for biological and cultural conservation in the world (2). Red-tailed Minla © Joe Tobias Habitat
The area is described in detail by Evans and Timmins (3) and IUCN (2). Semi-evergreen forest, deciduous dipterocarp forest and stands of pine are all found on the Nakai Plateau (now heavily deforested by salvage logging prior to the planned inundation of the c. 450 km2 reservoir area) and in the Annamite foothills to the east, grading into more exclusively evergreen forests as the land rises towards the Vietnamese border. Higher still, huge areas of montane fagaceous forest cloak the slopes, interspersed with patches of Fokienia hodginsii, a commercially valuable cypress-like conifer. On mountain-tops and above c. 2,000 m the fagaceous forest gives way to more stunted, rhododendron-dominated ericaceous cloudforest. A unique feature of Nakai-Nam Theun's proposed northern extension is the 'everwet' forests, found in narrow bands where low-elevation saddles (500-800 m) in the mountain chain enable the Vietnamese north-east monsoon to penetrate across the border, a phenomenon otherwise impeded by higher stretches of the Annamites.",,orientalbirdclub.org,fireback,2022-04-12,0,0,1,1,1,-7.2149838289263,,1000
2019-09-01,https://www.cambridge.org/core/journals/environmental-conservation/article/sensitivity-analysis-of-the-application-of-integrated-species-distribution-models-to-mobile-species-a-case-study-with-the-endangered-bairds-tapir/4F7145F50BC44EDBF5B89E3832658CD6,A Sensitivity Analysis of the Application ... - Cambridge Core,Species distribution models (SDMs) are statistical tools used to develop continuous predictions of species occurrence. ‘Integrated SDMs’ (ISDMs) are an elaboration of this approach with potential advantages that allow for the dual use of opportunistically collected presence-only data and site-occupancy data from planned surveys. These models also account for survey bias and imperfect ...,en,A Sensitivity Analysis of the Application of Integrated Species Distribution Models to Mobile Species: A Case Study with the Endangered Baird’s Tapir,"Species distribution models (SDMs) are statistical tools used to develop continuous predictions of species occurrence. ‘Integrated SDMs’ (ISDMs) are an elaboration of this approach with potential advantages that allow for the dual use of opportunistically collected presence-only data and site-occupancy data from planned surveys. These models also account for survey bias and imperfect detection through the use of a hierarchical modelling framework that separately estimates the species–environment response and detection process. This is particularly helpful for conservation applications and predictions for rare species, where data are often limited and prediction errors may have significant management consequences. Despite this potential importance, ISDMs remain largely untested under a variety of scenarios. We performed an exploration of key modelling decisions and assumptions on an ISDM using the endangered Baird’s tapir (Tapirus bairdii) as a test species. We found that site area had the strongest effect on the magnitude of population estimates and underlying intensity surface and was driven by estimates of model intercepts. Selecting a site area that accounted for the individual movements of the species within an average home range led to population estimates that coincided with expert estimates. ISDMs that do not account for the individual movements of species will likely lead to less accurate estimates of species intensity (number of individuals per unit area) and thus overall population estimates. This bias could be severe and highly detrimental to conservation actions if uninformed ISDMs are used to estimate global populations of threatened and data-deficient species, particularly those that lack natural history and movement information. However, the ISDM was consistently the most accurate model compared to other approaches, which demonstrates the importance of this new modelling framework and the ability to combine opportunistic data with systematic survey data. Thus, we recommend researchers use ISDMs with conservative movement information when estimating population sizes of rare and data-deficient species. ISDMs could be improved by using a similar parameterization to spatial capture–recapture models that explicitly incorporate animal movement as a model parameter, which would further remove the need for spatial subsampling prior to implementation.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4F7145F50BC44EDBF5B89E3832658CD6/S0376892919000055a.pdf/div-class-title-a-sensitivity-analysis-of-the-application-of-integrated-species-distribution-models-to-mobile-species-a-case-study-with-the-endangered-baird-s-tapir-div.pdf,cambridge.org,centroamericano,2022-04-12,0,0,1,1,1,-7.22020222141204,,962
2022-03-16,https://www.tandfonline.com/doi/full/10.1080/01584197.2022.2047733,Distribution of Black-breasted Button-quail Turnix ...,"The species was most readily associated with littoral forest along the eastern coast of K’gari and Cooloola. Our findings reaffirm the distribution of Black-breasted Button-quail along the coast of K’gari, further they are distributed along the Cooloola coast and in a few isolated inland sites. This study addresses one of the persistent ...",en,"Distribution of Black-breasted Button-quail Turnix melanogaster in the Great Sandy Region, Queensland and associations with vegetation communities","(2022). Distribution of Black-breasted Button-quail Turnix melanogaster in the Great Sandy Region, Queensland and associations with vegetation communities. Emu - Austral Ornithology. Ahead of Print.",,tandfonline.com,button-quail,2022-04-11,0,0,1,1,1,-7.2258746581204,"['turnix melanogaster', 'emu', 'quail']",35
2021-08-11,https://link.springer.com/article/10.1007/s10668-021-01722-4,Pesticide residues in various environmental and biological ...,"There are approximately 50,000 plant pathogens species, 9000 mites and insect species ... The study found that in normal wild birds the acetylcholinesterase activity ranged from 6.4 to 15.9 µmol/min/g of brain tissue, whereas, in wild birds which were exposed to organophosphate, it was 48–96.3% of that normal wild birds. Animal products. Although pesticide usage has increased food grain ...",en,"Pesticide residues in various environmental and biological matrices: distribution, extraction, and analytical procedures","The ubiquitous presence of contaminants like pesticides in the various environmental matrices has become a concern for environmental sustainability and global stability. Pesticides are a distinctive class of environmental contaminants that are specifically introduced into the environment to kill or inhibit pests attacking the different crops. Although pesticide application is beneficial to crop production by serving several significant purposes, like protection against vector-borne diseases and crop loss, there are substantial concerns as they have a persistent nature and can possess serious consequences because of harmful effects to non-targeted beings comprising humans also. Pesticide consumption has reached 4.1 million tonnes/year in 2017 almost 81% from 1990. Recent data suggest pesticides account for 14–20% of global suicides from 2006 to 2015 resulting in 111,000–168,000 deaths annually from 2010 to 2014. About 14 million people have died from suicide by consuming pesticides since the beginning of the Green revolution. About 1 million accidental pesticide poisoning occur each year causing 20,000 fatalities approximately. For this reason, the occurrence of pesticides in different mediums like crop, air, water resources, fruits and vegetables, soil, plants, birds, animal products, and human beings was reviewed. This paper presents an overview of pesticides occurrence, distribution, extraction method, analytical techniques for their detection. This review will assist policymakers to enforce guidelines to restrict the redundant use of pesticides.",https://link.springer.com/content/pdf/10.1007/s10668-021-01722-4.pdf,link.springer.com,bassan,2022-04-11,0,0,1,1,1,-7.22832969940897,,252
2021-09-06,https://link.springer.com/article/10.1007/s10211-021-00380-z,Interspecific nest destruction in the Tropical Kingbird ...,"Bird nest destruction and nest material kleptoparasitism (i.e., the theft of nest material from other bird’s nests) are poorly documented behaviors, and little is known about the parasite species and their hosts. Here, I present the first account of nest material kleptoparasitism in the Tropical Kingbird (Tyrannus melancholicus) followed by nest destruction, which occurred on a Variegated ...",en,Interspecific nest destruction in the Tropical Kingbird Tyrannus melancholicus: kleptoparasitism or competition?,"Bird nest destruction and nest material kleptoparasitism (i.e., the theft of nest material from other bird’s nests) are poorly documented behaviors, and little is known about the parasite species and their hosts. Here, I present the first account of nest material kleptoparasitism in the Tropical Kingbird (Tyrannus melancholicus) followed by nest destruction, which occurred on a Variegated Flycatcher nest (Empidonomus varius). I explore the implications of these behaviors for both the kleptoparasite and the victim species and, due to the lack of basic information on the general behavior of both species, I point out some directions to guide future researches on the subject.",https://link.springer.com/content/pdf/10.1007/s10211-021-00380-z.pdf,link.springer.com,kingbird,2022-04-11,0,0,1,1,1,-7.23244846452731,"['empidonomus varius', 'tyrannus melancholicus', 'tropical kingbird', 'variegated flycatcher']",226
,https://www.orientalbirdclub.org/lost-birds/,Lost birds - Oriental Bird Club,"This species is a smallisland specialist, known from islands off Sumatra, Indonesia (e.g. Simeulue, Mentawi Islands, Riau and Lingga archipelagos), and off the west coast of Sarawak, Malaysia and Kalimantan, Indonesia (e.g. the Karimata and Natuna Islands, including Burong). There is one confirmed record each from mainland Sumatra and Kalimantan.",en,Lost birds — Oriental Bird Club,"by S.H.M. Butchart, N.J. Collar, M.J. Crosby and J.A. Tobias from BirdingASIA 3, June 2005. The rediscovery of Cebu Flowerpecker Dicaeum quadricolor, by Rob Timmins and others in 1992 on the Philippine island of Cebu (Dutson et al. 1993), was an extraordinary event. The bird had not been seen for 86 years, and had been written off as extinct at least 40 years earlier on the presumption that no forest remained on the island (see Collar 1998; also Magsalay et al. 1995). Six years later, Jon Riley and Jim Wardill finally tracked down the long-tailed blue flycatcher they had been searching for on-and-off for four years on the Indonesian island of Sangihe (Riley & Wardill 2001). In doing so, they put Caerulean Paradise-flycatcher Eutrichomyias rowleyi , firmly back on the ornithological map. It had previously been known only from an 1878 type specimen and a belatedly published sight record in 1978, and had been presumed extinct following fruitless searches in 1985–1986 (Whitten et al. 1987). Similarly, Jerdon's Courser Rhinoptilus bitorquatus was rediscovered in 1986 in Andhra Pradesh, India, following a coordinated campaign led by the Bombay Natural History Society, with 86 years - like the Cebu Flowerpecker - without a record (Bhushan 1986). Most recently, in February 2005, Ben King (in litt. 2005) and Julian Donahue rediscovered Rusty-throated Wren Babbler Spelaeornis badeigularis, about 50 km from where the type specimen was collected in 1947 (in the Mishmi Hills of eastern Arunachal Pradesh, India), the only previous record of this species. There are in fact a remarkable number of Asian species that were collected in the nineteenth or early twentieth centuries, and then not recorded for many decades before being rediscovered, or at least re-seen, as modern birdwatching took hold in the region. Examples include: Forest Owlet Athene blewitti (last collected 1884, rediscovered 1997); Damar Flycatcher Ficedula henrici (last collected 1898, next seen again 2001); White-tipped Monarch Monarcha everetti (last collected 1927, next seen again 1993); Black-chinned Monarch M. boanensis (collected 1918, next seen again 1991); Sangihe Shrike-thrush Colluricincla sanghirensis (collected 1878, next seen again 1985); White-browed Nuthatch Sitta victoriae (last recorded 1938, next seen again 1995); Sangihe White-eye Zosterops nehrkorni (collected 1886, next seen again 1996); and Rufous-throated White-eye Madanga ruficollis (collected 1922, next seen again 1995) (BirdLife International 2001, Trainor 2002). In most of these cases the ""rediscovery"" was mainly just a matter of re-visiting a remote island, but sometimes - as in the cases of Jerdon's Courser and Forest Owlet - the event is only the result of considerable initiative and endeavour. Rediscovering one of Asia's ""lost"" species must be in many birders' dreams. Fourteen such birds ripe for rediscovery, some of which remain unseen for over 150 years, are highlighted below. We outline in each case the historical range, details of the last sighting, and priorities for future searches. Birders tend to visit the same popular birding sites, but we strongly encourage people to venture into less known territory in order to track down some of these exciting and enigmatic birds. Such searches are prerequisites for their conservation. In addition, there are a number of species so poorly known we cannot even classify their conservation status. Such species are placed in the Data Deficient category on the IUCN Red List (IUCN 2001). This applies in cases where there is insufficient information to make a direct, or indirect, assessment of extinction risk. Generally we would not expect these species to prove to be threatened, but more information is needed to permit an adequate assessment. Here we list ten such species from the region for which birders' records could significantly improve our understanding of their ranges, habitats and threats, and hence help clarify their conservation status.",,orientalbirdclub.org,miniature-babbler,2022-04-08,0,0,1,1,1,-7.23637238316436,"['dicaeum quadricolor', 'cebu flowerpecker', 'rhinoptilus bitorquatus', 'wren', 'spelaeornis badeigularis', 'madanga ruficollis', 'athene blewitti', 'colluricincla sanghirensis', 'forest owlet', 'damar flycatcher', 'monarcha everetti', 'zosterops nehrkorni', 'eutrichomyias rowleyi', 'nuthatch', 'sitta victoriae', 'ficedula henrici', 'blue flycatcher']",1000
2021-06-24,https://avianres.biomedcentral.com/articles/10.1186/s40657-021-00266-5,"Collection, curation and the use of humidification to ...","The Australian National Wildlife Collection (ANWC) is a research-only collection of approximately 200,000 specimens of Australasian terrestrial vertebrates. It is housed by the Australian Commonwealth Government’s scientific research organisation, the CSIRO, in Canberra, Australia.",en,"Collection, curation and the use of humidification to restore nest shape in a research museum bird nest collection","Bird nests are an important part of avian ecology. They are a powerful tool for studying not only the birds that built them, but a wide array of topics ranging from parasitology, urbanisation and climate change to evolution. Despite this, bird nests tend to be underrepresented in natural history collections, a problem that should be redressed through renewed focus by collecting institutions. Here we outline the history and current best practice collection and curatorial methods for the nest collection of the Australian National Wildlife Collection (ANWC). We also describe an experiment conducted on nests in the ANWC using ultrasonic humidification to restore the shape of nests damaged by inappropriate storage. The experiment showed that damaged nests can be successfully reshaped to close to their original dimensions. Indeed, restored nests were significantly closer to their original shape than they were prior to restoration. Thus, even nests damaged by years of neglect may be fully incorporated into active research collections. Best practice techniques include extensive note taking and photography in the field, subsampling of nests that cannot or should not be collected, appropriate field storage, metadata management, and prompt treatment upon arrival at the collection facility. Renewed focus on nest collections should include appropriate care and restoration of current collections, as well as expansion to redress past underrepresentation. This could include collaboration with researchers studying or monitoring avian nesting ecology, and nest collection after use in bird species that rebuild anew each nesting attempt. Modern expansion of museum nest collections will allow researchers and natural history collections to fully realise the scientific potential of these complex and beautiful specimens.",https://avianres.biomedcentral.com/track/pdf/10.1186/s40657-021-00266-5,avianres.biomedcentral.com,d'oustalet,2022-04-08,0,0,1,1,1,-7.23647195377668,,300
,https://www.mexorn.org/index.php/huitzil/article/view/492,Diversidad ecológica de aves en un hábitat fragmentado en ...,"Observation resulted in 469 individuals of 91 species, 33 families, 15 orders. The alpha diversity indices showed high diversity, abundance, and richness, with fairness in families. The three observational areas do not have a significant difference in alpha diversity, H= 5.6, P= 0.06, although marginal. This outcome represents the first review of bird diversity for Rincón Largo and show the ...",es,"Ecological diversity of birds in a fragmented habitat at the community of Rincón Largo, Chiriquí, Panama","Ecological diversity studies are essential to promote plans for scientific-environmental education and conservation. Previous biodiversity studies have been carried out at Chiriqui province, mainly in the highlands. The aim in this study was to evaluate the bird’s ecological diversity at the community of Rincón Largo, in a fragmented landscape with anthropogenic activity in Chiriqui’s lowlands. We categorized three observational areas: A1 (main and neighboring streets), A2 (living fences, pastures, and gallery forests), A3 (artificial lagoon). We use Ad-libitum, strip transect and observational post methods. Observations were made from January to December 2018, with a total sampling effort of 1,920 hrs. Observation resulted in 469 individuals of 91 species, 33 families, 15 orders. The alpha diversity indices showed high diversity, abundance, and richness, with fairness in families. The three observational areas do not have a significant difference in alpha diversity, H= 5.6, P= 0.06, although marginal. This outcome represents the first review of bird diversity for Rincón Largo and show the original biodiversity retention capacity in fragmented areas based on biological corridors such as living fences, gallery forests and fruit trees, crucial in conservation.",https://www.mexorn.org/index.php/huitzil/article/download/492/pdf,mexorn.org,aramides,2022-04-19,0,0,1,1,1,-7.236633505688737,,1000
